Name,Nummer
"S. Carlo GR, Raviscé",8574799
"Samedan, Ariefa",8574976
Bissone (B),8515530
"Saanen, Oberdorf",8579267
"Steckborn, Bahnhof",8573341
"Grüt (Gossau ZH), Dorf",8503180
"Kriens, St. Niklausengasse",8589741
Mörlialp (Talstation),8500346
Birrfeld,8502210
Primadengo,8575724
"Ortschwaben, Schützenrain",8571375
"Murzelen, Dorf",8571348
Meilen (See),8503661
"Genève-Champel, gare",8592886
"Kloten, Bramen",8580432
"Tschierv, Biosfera",8574644
"S. Antonio (Morob.), Bolla",8575148
"Gossau ZH, Rigistrasse",8575982
"Niederuzwil, Gaswerk",8583062
"Altendorf, Bitzi",8573828
"Petit-Lancy, De-Ternier",8592976
"Obernau, Schachenwald",8511664
"Malters, Stegmättli",8511662
"Egliswil, Engelgasse",8511657
"Sagogn, Bargaus",8511660
"Malters, Blatten",8511663
"Malters, Allmendli",8511661
"Grand-Saconnex, Morillons",8511665
Grotto Elvezia (lago),8505541
"Pont-de-la-Morge, centre",8570698
"Cully, gare",8570559
"Avusy, village",8587032
"Eclépens, Cinq-Sous",8570140
"Penthalaz, village",8570131
"Estavayer-le-Lac, Bel-Air",8511055
"Münchenstein, Dorf",8500076
"Rongellen, Dorf",8579860
Clavadi,8511634
"Staffeln AG, Gass",8572644
"Longirod, village",8501853
"La Forclaz VD, Les Granges",8570634
"Biel-Benken BL, Kirchgasse",8578207
"Regensdorf, Chrüzächer",8576264
"Reinach BL, Neu-Reinach",8578221
Wirzweli,8508551
"Satigny, Bourdigny douane",8593092
"Oberrickenbach, Schürmatt",8572922
"Hergiswil NW, Grauenstein",8510560
"Göschenen, Bahnhof",8573106
"Herisau, Ramsenhof",8590353
"Grenchen, Dammstrasse",8594111
"Kaltbrunn, Steinenbrücke",8503384
"Lindau, Dorf",8503377
"Grenchen, Lingeriz 4",8594127
"Egerkingen, Ganggeler",8581288
"Bürchen, Rest. Panorama",8571071
"Waldkirch, Bernhardsrüti",8579981
"Samstagern, Frohberg",8576118
"Jens, Dorfplatz",8571225
"Saas-Almagell, Waldegg",8571198
"Les Collons, Le Grenier",8502611
Herrliberg-Feldmeilen,8503103
"Les Sagnettes, Chablais",8571861
"La Tourne, La Mauvaise-Combe",8571843
Genève faisceau C,8515811
"St. Urban, Sonnhaldenhof",8581594
"Gümmenen, Bahnhof",8571453
"Büren an der Aare, Oberbüren",8571478
"Diessbach bei Büren, Friedhof",8571462
"Vésenaz, Californie",8592730
"Recherswil, Unterdorf",8504515
"Bischofszell Stadt, Bahnhof",8506588
"Lyss, Mühleplatz",8571255
"Zürich, Frankental (Wds)",8519501
Creux-de-Genthod,8501012
"Bärau, Bäraugrund",8588394
Bürglen TG,8506106
"Oberwil BL, Bleimatt",8589985
"Oensingen, Lehngasse",8511369
"Les Grattes, bif.",8571844
"Russikon, Platte",8573531
"Köniz, Stapfenrain",8590121
"Flawil, Lindengut",8580559
"Schmerikon, Bahnhof",8573858
"Uznach, St. Otmarsberg",8573842
"Uznach, Kreuzkirche",8573852
"Horgenberg, Vorderklausen",8573559
"Brunnwil, Weiler",8502569
Gummi,8530324
Rossweid,8530354
Männlichen Klein Tschuggen,8530323
"Wald ZH, Elbastrasse",8587953
"Locarno, Alle Torri",8591546
"Mandach, Dorf",8503569
"Zurzacherberg, Passhöhe",8503594
"Yverdon-les-Bains, Grands Champs",8594020
"Kloten, Freienberg",8573232
"Stadel b. N., Musterplatz",8573252
"Dielsdorf, Bahnhof",8573277
"Bauma, Schindlet",8573280
"Montagny-près-Yverdon, Chamard",8594013
Buchli,8500289
"Les Genevez JU, bif.Le Prédame",8500885
"Liestal, Radacker",8500858
"Montfaucon, poste",8500863
Landesgrenze CH-Liechtenstein,8515452
"Kriens, Busschleife",8580573
"Turbach, Relli",8580520
"Martigny, hôpital",8580546
"Heiden, Rosengarten",8580542
"Massongex, Le Bras",8580534
"Vevey, Gilamont",8593994
"Vevey, Berges-du-Léman",8593983
"Zell ZH, Mühliwies",8580530
"Savièse, Chervignine",8580527
"Mühledorf SO, Kirche",8580361
"Möhlin, Aeschengasse",8580565
"Chéserex, Au Courtillet",8580603
"Lausanne, Musée de la Main",8511690
Worb Dorf,8507063
"Heimberg, Bahnhof",8595558
Furka Passhöhe,8505899
"Murten, Hafen",8595880
"Li Curt, Spineu",8586115
"Eggerberg, Wyer",8571104
"Törbel, Abzw. Zeneggen",8571121
"Les Agettes, contour du Pêchot",8570883
"La Punt, Parkplatz Es-cha",8595924
"Savièse, Visse",8570763
"Blignou (Ayent), Promanson",8570787
"Zürich, Brunaustrasse",8591100
"Grimisuat, Home les Crêtes",8570786
"Engelberg, Bahnhof",8595400
Niederbottigen BN,8504492
Auvernier Littorail,8504510
"Flums, Wiesental",8582098
"Ftan, Baraigla",8580150
Glion,8501370
"Kloten, Mühle",8580435
Le Chapelet,8530089
Krümmenswil,8530603
Gitschenen,8530759
"Breite bei Nürensdorf, Grünenwaldstrasse",8576172
"Bulle, Cimetière",8593275
"Peiden, vitg",8507643
"Inwil, Nussbaum",8557124
Loye,8579406
"Rothrist, Oberwil",8502713
"Wattenwil, Mettlen",8507872
"Morges, Longeraie",8510446
"Le Cachot, carrefour",8571820
"Bioggio, Centro Commerciale",8580746
"Grindelwald, Rasthysi",8594321
"Grindelwald, Landi",8594313
"Guttannen, Boden",8571610
Riederalp (Hohfluh),8530240
Bellwald (Bergstation),8530251
"Grindelwald, Hellbach",8594324
"Zollikofen, Bahnhof",8571392
"Riggisberg, Hasli",8571407
"Gerzensee, Studienzentrum",8571628
"Bümpliz, Bachmätteli",8571436
"Schnottwil, Kappeli",8571475
"Möhlin, Sportzentrum",8580477
Mondacce,8505644
"Faoug, gare",8510143
"Lenzerheide/Lai, Altersheim",8582831
"Roveredo TI, Paese",8575427
"Langnau i.E., Bahnhof",8576664
Rothorn VS,8530215
Yverdon-les-Bains William Barbey,8530263
Hornberg,8530282
"Herisau, Stelz",8590324
"Vullierens, Abbaye",8510538
"Tenero, Posta",8505648
"Madiswil, Bahnhof",8510972
"Schwarzenburg, Häusern",8580763
"Disentis/Mustér, Pendicularas",8575110
"Nyon, musée du Léman",8511579
Solis,8509191
"Bubikon, Dorf",8503195
"Salavaux, école",8580758
"Gampel, Schulhaus",8580751
"St-Maurice VS, Grotte aux Fées",8580765
Sugnens,8501175
Les Granges (Orbe),8501194
"Oberwilen, Mos",8508980
"Eyholz, Einkaufszentren Riti",8580753
"Rikon im Tösstal, Bahnhof",8580793
"Faido, Balcengo",8580771
"Sils/Segl Maria, Chesa Fonio",8509318
"Schwarzenbach LU, Löwen",8580823
"Bülach, Kreuzstrasse",8580621
"Beckenried, Hungacher",8580610
Li Curt,8509363
Mels,8509412
Alp Grüm,8509357
Curtinatsch,8509375
Flums,8509413
Trimmis,8509052
"Staffelbach, Gemeindehaus",8502088
"Savièse, St-André",8570745
"Suhr, Schweizerhof",8594393
"Chur, Medienhaus/Rossboden",8595635
"Sent, Sala",8574785
"Brissago, Noveledo",8591540
"Neuchâtel, Châble",8593612
"Grolley, Rosière",8594496
"Regensdorf, Obstgarten",8576244
"Dürnten, Langacher",8576071
"Hinwil, Zelgacher",8576045
"Hinwil, Langmatt",8576048
"Andermatt, Gemsstockbahn 1",8594469
Quinten,8530661
"Chur, Bodmer",8594407
"Chur, Eulengut",8594413
"Lenk, Laubbärgli",8594371
"Ronco sopra Ascona, Pontif",8594191
"Kappel SO, Kreuz",8500383
Kleinhüningen Hafen Gleisende,8518904
"Crassier, Ferme du Château",8595174
Crap Masegn (Fuorcla),8531217
"Bülach, Stadthalle",8580614
"Wohlen AG, Freiämterstrasse",8580843
"Bolligen, Altes Schulhaus",8589010
Fontanney,8501485
"Viganello, Scuola Media",8594230
Othmarsingen,8502105
"Remetschwil, Dorf",8502956
"Torgon, La Cheurgne",8580652
"Bülach, Güterbahnhof",8580636
"Marly, Innovation Center",8509638
"Steg FL, Hotel",8509628
Cardada (Funivia),8530451
Gamplüt,8530490
"Les Paccots, Ermitage",8504867
"Bosco/Gurin, Paese",8505783
Bern Bümpliz Süd,8504106
Frinvillier-Taubenloch,8504301
Burgholz,8507287
Wiler (Lötschen) (Talstation),8507500
Oberems,8530182
Monte Lema,8530465
"St. Gallen, Rosenbüchel",8594268
"Zürich, Schanzackerstrasse",8594255
"Lugano, Conservatorio",8594221
"St. Gallen, Haselstrasse",8594267
Habergschwänd,8530514
"Peyres-Possens, café",8570221
"Eisten, Zen Eisten",8571148
"Bullet, bif. Les Cluds",8504273
"Eschen, Dorfplatz",8509613
"Avenches, gare",8570514
Tolochenaz,8501046
Palüds (B),8505331
Niederbipp [Gleis 11-12],8516153
Trockener Steg (Kl. Matterh.),8531233
"Tafers, Spital",8577864
"Melchtal, gedeckte Brücke",8572914
"Geuensee, Ausserdorf",8572675
"Altbüron, Halde",8572778
"Meierskappel, Feissenacher",8573075
"Evilard/Leubringen, place du village/Dorfplatz",8594272
"La Tour-de-Trême, Ronclina",8594245
"Speicherschwendi, Halden",8594235
"Lavey, Front Bastionné",8580651
"Ravoire, colonie",8580644
"St. Gallen, Obere Waid",8580687
"Bürchen, Schigarten",8571060
"Bioggio, Cavezzolo",8580702
"Tesserete, Scuole",8580697
"Robasacco, Bivio Sasselli",8580723
"Flerden, Pro Peua",8580713
"Novazzano, Paese",8580711
Oerlingen,8580722
Laupen BE Gleisende,8510179
"Luzern, Konservatorium",8589806
"Ennetbühl, Gillsäge",8574044
"Feuerthalen, Bahnhof",8580596
"Disentis/Mustér, Cucagna",8575106
"St-Sulpice VD, Pâqueret",8592227
"Ulisbach, Traube",8578586
"Brenzikofen, Boden",8502936
"Malix, Rezia",8581028
"Schellenberg, Klenn",8581010
"Triesenberg, Tristel",8581001
"Versam, Ober Acla",8574611
Luchsingen-Hätzingen,8503236
"Savognin, Cresta",8580716
"Sierre, Roussier",8594617
"Sierre, Orzival",8594629
"Pany, Geissgrind",8507940
"Sierre, Itagne/Théâtre des Halles",8594632
"Uetikon am See,Binzigerstrasse",8594643
"Neuchâtel, Gouttes d'or",8594599
"Saas-Fee, Allalin",8594573
"Clarens, gare",8579198
"Fischbach-Göslikon, Kirchenack",8581014
"Berikon, Kesslernmatt",8580729
"Robasacco, Paese",8580731
Sihlwald,8503098
Bergstation AB-rhb,8506399
Grindelwald Grund (Verzw),8519349
"Möhlin, Schwimmbad",8582231
Grimentz (La Vouarda),8531243
"Landquart, Post",8581036
"Schellenberg, Hinterschloss",8581012
"Siglistorf, Oberdorf",8581072
Alp Surlej,8531150
Château-d'Oex La Palaz,8501198
Margun Vegl,8531151
Parsonz Tigignas,8531180
"Spiez, Schachen",8583622
"Laupersdorf, Vogelsmatt",8572327
"Fulenbach, Boningerstrasse",8572362
"Gamprin, Unterbühl",8581005
"Cumbel, Casa Miraval",8574982
"Igis, Kreuzwiese",8581042
"Igis, Schulhaus",8581041
Laupen BE,8504194
"Villiers, centre",8504256
"Wittnau, Mitteldorf",8572409
Orselina Funicolare,8505366
"Solothurn, Holunderweg",8505439
Ittigen bei Bern,8507069
Arosa (Talstation) Weisshorn,8509160
Titlis (Rotstöckli),8531020
Stätzertäli,8531329
Jochstock,8531022
"Mase, village",8570930
"Frick, Unterdorf",8572397
"Bollion, Mussillens",8504725
"Glion, funi",8510437
"Le Locle, Centenaire",8594589
"Lunden, Vorderlunden",8575065
"Lostorf, Mineralquelle",8589238
"Schaan, Rosengarten",8580811
"Wilen (Gottshaus), Lauften",8578806
"St. Gallen, Gallusmarkt",8589574
La Tsât,8531352
Greppon Blanc,8531391
"Vallorbe, Les Revinnoz",8510327
"Massongex, Grand-Clos",8510322
"Hochfelden, Martinsmühle",8504801
"Boltigen, Reidenbach",8504732
Le Plan-Marmet,8504578
"Ecoteaux, collège",8504790
"Boudry, Sur-la-Forêt",8594868
Monthey Novartis/Ciba,8501419
"Les Agettes, Tsamorés",8581067
"Schellenberg, Obergut",8581013
"Menziken, Spital",8581079
"Niederuzwil, Bienenstrasse",8583061
"Schmerikon, Seeblick",8583055
Tavannes [voie étroite],8519312
"Schaffhausen, Bachstrasse",8581073
"Basel, Eglisee (Wds)",8519565
"Bözberg, Mittlerer Hafen",8581106
"Schenkon, Zellburg",8581086
"Orbe, Petit-Bois",8595249
"Frauenfeld, Flurhof",8583331
"Klosters, Gotschnastrasse",8582851
"Brig, Riedbach",8582873
"Les Taillères, bif. L'Ecrenaz",8583695
"Feschel, Dorf",8501515
"Sonvico, Scuole",8591507
"Brüttisellen, Gsellhof",8590507
"Trogne, d'Enhaut",8581102
"Stampa, Val d'Arca",8581096
"Courgenay, Noires Terres",8583349
"Sion, Cité du Soleil",8583373
"Bristen, Wideli",8505916
"Bussigny-sur-Oron, La Resse",8583253
"Spreitenbach, Altersheim",8591891
"Horw, Steinibach",8588747
"Coeuve, Le Crêt",8583671
"Alpe des Chaux, Frience",8510577
Tête de Savoleyres,8531423
Combe-de-la-Tournelle,8531422
"Leukerbad, La Bohème",8594504
"Liesberg, Seemättli",8572196
"Lüterswil, Mehrzweckhalle",8584748
"Vufflens-la-Ville, grande salle",8593779
"Saanenmöser, Mösching",8581097
"Le Châble VS, centre scolaire",8586357
Amden Arvenbühl,8531307
"Liesberg, Ochsengasse",8572197
"Bristen, Kohlplatz",8505915
"Bosco Luganese, Paese",8505887
"Bürglen UR, Dorf",8505890
"Bethlehem b. Bern, Riedernrain",8581119
"Wald ZH, Sportstrasse",8580885
"Figgione, Bivio per Figgione",8581104
"Triesenberg, Balischguad",8581093
Brülisau (Kastenbahn),8506261
Tanatzhöhi (Tamboalp Bergst.),8531327
"Vétroz, le Home",8580890
"Arbon, Bündnerhof",8580919
"Horgen, Panorama/CS",8590655
Assens,8501172
Trüllern bei Mühleberg,8571450
Rigi Klösterli,8505066
Rigi Wölfertschen-First,8505067
"Lausanne, Montelly",8501207
Pont-de-Drapel,8501179
"Lausanne, Provence",8501208
"Lausanne, Malley",8501209
Echallens,8501173
"Basel, Dreispitz Kantonsgrenze",8519535
"Boudry, Tuilière (bus)",8510638
"Schachen (Reute), alte Post",8506771
"Giubiasco, Cimitero",8583676
"St. Gallen, Spisertor (Bus)",8550757
"Hohtenn, Abzw.",8571018
"Eggerberg, Berg",8571098
"Boécourt, Chênois",8505036
"Bassecourt, Etangs",8505025
"Verbier, Brunet",8557015
Airside Center,8531480
"Ottikon (Gossau), Brüschweid",8587986
"Bussigny, gare sud",8595216
"Hornussen, Oberdorf",8572451
"Bözberg, Hübel",8572481
"Wil AG, Ausserdorf",8572444
"Würenlingen, Bären",8572497
"Birmenstorf AG, Gemeindehaus",8572514
Tanklager Otelfingen,8515477
"Pian S. Giacomo, Paese",8505991
"Zürich, Bertastrasse",8591075
"Full, Fähre",8572533
"Hübeli LU, Sagematt",8572801
"Stetten AG, Dorfplatz",8572541
"Leuggern, Brühlmatt",8572529
"Altishofen, Bäckerei",8572810
Zürich Polyterrasse,8503500
"Lotzwil, Bahnhof",8510970
"Villars-Tiercelin, sentier Handicap Nature",8511209
"Carrouge VD, Champ du Trey",8511214
"Hérémence, Les Mélèzes",8511203
"Chavannes-près-Renens, UNIL-Chamberonne",8501211
Bercher,8501177
"Ecublens VD, Cerisaie",8501216
"Flumserberg, Mittenwald",8509470
"Flumserberg, Tannenboden Dorf",8509452
"Riddes, les Babioux",8509509
"Salvan, Le Danfieu",8509495
Lausanne-Flon,8501181
"Kallnach, Bahnhof",8580935
"Untervaz, Holcim",8580926
"Arbon, Frohmattstrasse",8510057
Maienberg,8530501
"Martigny, Grandes Maresches",8557066
"Trub, Mülihof",8588406
"Fribourg/Freiburg, gare/Tivoli",8588352
"Döttingen, Bahnhof",8572494
Gamsen SBB,8501606
"Stammheim, Frohsinn",8573328
"Forel (Lavaux), rte Industrie",8557076
"Reconvilier, FMB",8581110
"Schangnau, Wald",8572864
"Stans, Galgenried",8572925
Reverolle,8501083
Romiti Felsentor,8505073
Freibergen,8505072
"Scuol, Stradun/Buorcha",8509989
"Grono, Paese",8580929
"Glarus, Friedhof",8580903
"Basel, Grosspeterstrasse",8588770
"Basel, Feldbergstrasse",8588769
"Auenstein, Rütigasse",8580897
"Netstal, Post",8580907
"La Chaux-de-Fonds, Bassets-Cr",8571889
"Medeglia, Paese",8505966
"Muri AG, Kreisel",8581669
"Barbengo, Via Balconi",8577047
"Rorschach, Bahnhofplatz",8577228
"Nessental, Triftbahn",8571603
Handegg,8531013
"Noville, Collège",8557105
"Utzenstorf, Bahnhof",8510879
"Troistorrents, Rt de la Crotaz",8510870
"Les Joux-Derrière, restaurant",8571890
"Les Bayards, bif Place Jeannin",8571873
"Le Locle, rue du Midi",8571826
"Hinterfultigen, Sonnhalde",8571650
"Apples, Le Manège",8511003
"Celerina, Nuschpigna",8511011
Liestal Süd (Spw),8501631
Unterentfelden Oberdorf,8502182
Wengernalp Wixi,8531095
"Basel, Drei Linden",8589306
"Lenk, Aegerten",8589114
"Waldegg, Lindenweg",8511416
"Gimel, Côte Réviol",8570020
"St-Livres, village",8570051
"Coinsins, Les Vettanes",8570011
"Vich, La Bichette",8570033
"Villarimboud, anc. poste",8504602
Hochdorf Schönau,8502042
"Baar, Rathaus",8502787
"Croglio, Bivio di Luzzo",8575687
"Gänsbrunnen, Hasenmattweg",8572340
"Luzern, Giseli",8589790
"Tschugg, Unterdorf",8504991
"Porrentruy, gare-Lorette",8510828
"Montricher, Champet",8570112
"Grünenmatt, Bahnhof",8571538
"Lamboing, Scierie",8571903
"Seedorf UR, Seehof",8573093
"Hausen a.A., Vollenweid",8573176
"Langnau-Gattikon, Bahnhof",8573161
"Bremblens, bas du village",8570092
"Strengelbach, Seniorenzentrum",8572721
"Brittnau, Nelkenweg",8572723
"Brittnau, Abzw. Bahnhof",8572726
"Luthern Bad, Chrutzi",8572759
"Felsberg, Calanda",8572746
"Chancy, Raclerets",8592689
"Luchsingen, Schulhaus",8503324
Schwyz Stoosbahn (Talstation),8505090
"Hägendorf, Weinhalden",8594918
"Mollens VS, St-Maurice-Laques",8594707
"Escholzmatt, Bahnhof",8581293
"Cadenazzo, Scuola Media",8581300
"Hebrig, Bahnhof",8510171
"Neuendorf, Migros",8581289
"Pfäffikon SZ, Rain",8581266
"Freienbach, alte Post",8581269
Luzern Einfahrt (Abzw),8505045
"Zürich, Letzibach",8591265
"Saland, Laubberg",8573545
Oberwinterthur Ost,8519604
Muttenz Ost (Abzw),8515984
"Horw, Spitz",8577148
Chiasso Confine,8505311
"Giubiasco, alla Morobbia",8581257
"Windisch, Kunzareal",8581294
"Zürich, Sihlstrasse",8591369
"Aldesago, Arcate",8591582
"Albonago, al Bosco",8591578
"Zürich, Segeten",8591360
"Dietlikon, Lindenstrasse",8595078
"Benken SG, Starrberg",8573878
"Mühlehorn, Stutz",8573899
"Zürich, Toblerplatz",8591397
"Fischbach LU, Leimbütz",8572770
"Willisau, Breiten",8572794
"Lenk, Lehn",8595622
"Wilen bei Wollerau, Obereulen",8581276
"Basel, Theater",8500994
"Aubonne, gare",8501870
"Wetzikon ZH, Walfershausen",8503179
"Lausanne, Grey",8592057
"Wollerau, Sonnenberg",8581280
"Neuendorf, Schulhaus",8581290
"Bellinzona, Via Vela",8581258
"Egerkingen, Zentrum",8581286
"Fahrwangen, Spitzacker",8587864
"Wollerau, Wächlen",8581264
"Rotkreuz, Bahnhof Süd",8573081
"Udligenswil, Neuheim",8573069
"Rotkreuz, Breitfeld",8573078
"Sursee, Altstadt",8581323
RBL E-Gruppe,8503034
"Peney-le-Jorat, Moulin Peney",8570346
"Prilly, Coudraie",8592176
"Balm b. Meiringen, Schulhaus",8581363
"Gstaad, Unter-Gstaad",8581360
"Schaffhausen, Kantonsspital",8592557
"Schwendibach, Stutz",8571714
La Breya,8530088
"Waldkirch, Friedegg",8573959
"Basel, Hardstrasse",8589320
"Hospental, Zumdorf",8573146
"Unterschächen, Untere Balm",8573127
"St-Loup, hôpital",8501894
"Cham, Alpenblick",8502850
Pas-de-Maimbré,8530152
"Villars-Mendraz, croisée",8570347
"Staad SG, Schönenbach",8574301
"Cuarnens, Le Pont",8570137
"L'Abbaye, Crêt-Blanc",8570160
"Cossonay-Penthalaz, gare",8570129
"Eclépens, collège",8570141
"Mont-la-Ville, Le Battoir",8570155
"Chardonney, village",8570219
"St-Barthélemy, village",8570183
"Linthal, Bahnhof",8573131
"Froideville, village",8570167
"Montheron, La Râpe",8570165
"Thusis, Caznerwiesen",8574900
"Urdorf, Bahnhof-/Bergstrasse",8510964
Aminona (télécabine),8530174
Hoch-Ybrig Seebliboden,8530409
"Valzeina, Boden",8574743
"Grüsch, Oberdorf",8574738
Wöschnau SBB,8502125
"Disentis/Mustér, Acletta",8575111
"S. Carlo GR, Permunt",8575117
"Oberweningen, Hüeblistrasse",8575115
"Brienz/Brinzauls GR, Belfort",8574845
Lengebrand (Parwengesattel),8530895
"Jegenstorf, Zentrum",8581330
"Neuenkirch, Weierhüsli",8573037
"Stein am Rhein, Bahnhof",8573327
"Raperswilen, Im Wiel",8573350
Wolfikon TG,8573367
"Romont FR, La Maula bas",8506088
"Zuchwil, Aarmatt",8500498
"Banco, Paese",8505785
Grésaley,8501178
Nyon,8501030
Rivaz-St-Saphorin (lac),8501243
"Bussigny, Sottelles",8506903
"Ernen, Mossji",8511221
"Liebistorf, obere Mühle",8570541
St-Sulpice VD (lac),8501245
"Moutier, Chantemerle",8581149
"Muggio, Meri",8575804
"Schwarzenberg LU, Lifelen",8581159
"Schwarzenberg LU, Fabrikli",8581158
"Moutier, Suisse Est",8581146
Liestal,8500023
"Windisch, Löwen",8500577
"Ilanz, S. Clau sura",8575018
"Conthey, centre commercial",8581192
"Bellinzona, Saleggi",8581243
"Altenrhein, Schulhaus",8581509
"La Chaux-de-Fonds, Combettes",8571887
"Rickenbach Sulz, Mottlistrasse",8573310
"Les Taillères, Varodes",8571882
"Dallenwil, Bahnhof",8581506
"Habkern, Lombachbrücke",8581526
"Surcuolm, Cavrida",8581517
"St-Gingolph (Suisse), gare",8593757
"Ibach, Seilerstrasse",8594996
"Landecy, La Mûre",8595013
"Anières, Courson",8595009
"St. Gallen Haggen, Bahnhof",8594989
"Les Bayards, village",8504399
"Wald ZH, Sonnenberg",8503390
St. Petersinsel Süd,8504370
"Plan-les-Ouates, Pré-Jardinier",8595037
"Vernier, Signal",8595052
"Avusy, Moulin de la Grave",8595012
"Maladers, Tumma",8581553
"Uster, Herracher",8581547
"Bellinzona, Espocentro",8581574
"Henau, Wirmeten",8506581
"St. Gallenkappel, Unterdorf",8578547
La Montagnette (La Braye),8501373
Witzberg (Agl),8503335
Basel Werkstätte Hardacker,8510690
Doppleschwand-Romoos,8508214
Lausanne-Triage Nord,8501142
Zgraggen (Spw),8505144
Thalheim-Altikon,8506022
"S. Antonino, Paese",8581595
"Waldkirch, Niederwil",8574234
"Engelburg, Chapf",8574237
"Untereggen, Hinterhof",8574260
"St. Gallen, Schützengarten",8574239
"Ollon VD, gare",8570607
"Goldach, Untereggerstrasse",8574265
"Waldkirch, Fillisweid",8574235
"Horn, evang. Kirche",8574278
"Uster, Nossikon",8581546
"Thalkirch, Abzw. Innercamana",8574605
"Tenna, Abzw.",8574612
"La Comballaz, Le Pilet",8570621
"Payerne, croisée de Cugy",8570399
"Yvorne, Vers-Chenaux",8570604
"Melchsee-Frutt, Dörfli",8595455
"Salouf, Pulens",8574633
"Villard-sur-Chamby, P.-Forand",8570571
"Panex, En Mers",8570611
Mörschwil,8506304
Rebstein-Marbach,8506318
"Lausanne, Trabandan",8592123
"Platta, Sogn Gions",8509744
"Uitikon, Wängi",8574610
"Salouf, curt Del",8574634
"Safien Platz, Abzw. Gün",8574602
"Summaprada, Abzw. Hotel Reich",8574593
"Thalkirch, Mura",8574603
"Uster, Stadthaus",8580879
"Müstair, Clostra Son Jon",8581567
Morges,8501037
Genthod-Bellevue,8501021
Meyrin,8501006
Versoix,8501022
"Vielbringen, Chäsi",8581792
"Thal, Buriet",8581493
"Cauco, Bodio",8505979
"Staad SG, Hafen",8581487
"Unterbach BE, Flugplatz",8581475
"Rorschacherberg, Hörnlibuck",8581486
"Seewis Dorf, Parschientsch",8574491
"Lachen SZ, Bahnhof",8574478
"Hirschmatt (Guggisberg), Fall",8571689
"Mayens-de-l'Ours, télécabine",8501745
