Name,Nummer
"Regensdorf, Zentrum",8576245
"Watt, Schulhaus",8576250
"Watt, Geerenweg",8576248
"Hinwil, Bossikon",8576008
"Goldau, Tierpark",8577400
Rikon,8506005
"Gadmen, Post",8508760
"Mamishaus, Wengerli",8571694
"Meride, Campeggio",8575645
"Solothurn, Schöngrünstrasse",8578090
"Hoch-Ybrig, Talst. Laucheren",8503870
"Frauenfeld, Kantonsspital",8506870
"Jonschwil, Kreisel",8506675
"Buch bei Frauenfeld, Dorf",8506689
"Häuslenen, Moos",8573361
"Paradiso, Via Cattori",8591635
"Widnau, Unterdorf",8591853
Murtèl (Corvatsch),8530901
"Basel, Heuwaage (Vzw Wds)",8519536
Bassersdorf Ost (Vzw),8508328
"Pazzallo, Scuole Fano",8591638
"Pazzallo, Senago",8591639
"Luzern, Klinik St. Anna",8591688
"Salvan, gare",8510873
"La Brinaz, gare",8510928
"La Valsainte, Couvent",8570510
"Hub b. Krauchthal,Spritzenhaus",8576454
"Uster, Loren-Allee",8591857
Albonago,8505376
"Märstetten, Post",8506565
"Steinegg, Bahnhof",8579831
"Zürich, Landesmuseum (Vzw)",8519488
"Arbaz, Planèje",8570780
"Weissbad, Zidler",8578413
"Wil SG, Wilerwald",8591673
"Wil SG, Hofberg",8591678
"Villaz-St-Pierre, village",8591686
"Jona, Altersheim Meienberg",8591723
"Wil SG, Reuttistrasse",8591661
"Haltikon, Säge",8591704
"Jona, Feldlistrasse",8591726
"Wil SG, Bienenstrasse",8591676
"Sur GR Alp Flix, Tigias Hotel",8591721
"Wil SG, Weidle",8591672
Brügglen b. Kaltacker,8576472
"Koppigen, Sternen",8576493
"Bolligen, Sternen",8576460
"Neuchâtel, Plan",8579628
"Neuchâtel, Pierre-à-Bot",8579631
"Martigny-Croix, croisée",8570975
"Messen, Ischbad",8571510
"Villa Luganese, Vigna",8591718
Kesswil,8506123
"Premier, collège",8501256
Wanzwil Ost (Abzw),8510512
"Alvaneu Dorf, Crappa Naira",8574844
"Charmey (Gruyère), Le Chêne",8577755
"Le Prévoux, bif. sur Bétod",8571808
"Colombier NE, chemin des Ecoliers",8571789
"Erdesson, bif.",8579407
"Rheinfelden, Spitaltreppe",8589437
"Rheinfelden, Spitalhalde",8589436
"Dalpe, Villaggio",8580136
Veytaux-Chillon,8501302
Wildegg,8502115
"Schwyz, Nietenbach",8577422
"St. Gallen, Notkersegg",8510127
Derrière Pertuis,8531362
"Rheinfelden, Eremitage",8572272
"Mülchi, Spritzenhaus",8508718
"Oberrickenbach, Talstat. LFCH",8508727
"Hasliberg Hohfluh, Wetterhorn",8508740
"Verbier, Alani",8557019
"Les Mosses, église",8501346
Vernayaz MC,8501561
"Wohlen AG, Turmstrasse",8572623
"Schupfart, Mühle",8572435
"Münchwilen AG, Dorfplatz",8583810
"Humlikon, Dorfplatz",8583830
"Genthod, Chênes",8510220
"Unterkulm, Bahnhof",8510256
Fil da Rubi,8530848
Neugut Ost bei DUE (Abzw),8515456
Sargans Schleife West (Abzw),8515470
La Videmanette (Les Gouilles),8500841
"Regensdorf, Furtbächli",8576278
"Wettingen, Bushof",8591710
"Wil SG, Rudenzburg",8591663
"Iffwil, Spritzenhaus",8571515
"Menznau, Twerenegg",8572822
"St. Gallen, Riederenholz",8589610
"St. Gallen, Heimatstrasse",8589586
"Jona, Kreuzackerstrasse",8591732
"Winterthur, Oberfeld",8590978
"Jona, Kindergarten Hummelberg",8591731
"Lausanne, Ecole des Métiers",8592036
"Lausanne, Grancy",8592052
"Lausanne, Grangette",8592055
"Bronschhofen, Bildfeld Nord",8589926
"Buchs SG, Rheinaustrasse",8591459
"Jona, Grüt",8591729
Vilars NE,8579634
"Neuchâtel, St-Honoré",8579623
"Boudry, Praz",8579665
"Areuse Littorail, gare",8579640
"Uster, Hegetsberg",8503253
"Biel/Bienne, Büttenbergstrasse/Rte du Büttenberg",8593323
"Lugano, Vignola",8579006
"Les Paccots, Moille au Critsou",8595984
"Brittnau, Abzw. Hard",8502359
"Seengen, Poststrasse",8502679
"Grand-Lancy, Place du 1er-Août",8592983
"La Tour-de-Trême, Le Closalet",8593286
"Meyrin, Vaudagne",8593022
"Lausanne, Elysée",8592039
"Jona, Molkereistrasse",8591736
"Alchenstorf, Unteralchenstorf",8576494
"St. Gallen, Friedhof Bruggen",8589573
"St. Gallen, Lachen",8589595
"St. Gallen, Sonne",8589626
"Biel/Bienne, Pavillonweg/Chemin du Pavillon",8593340
"Biel/Bienne, Neuenburgstrasse/Rte de Neuchâtel",8593359
"Dörflingen, Kirche",8573747
"St. Gallen, Zil",8589649
"St. Gallen, Waldacker",8589641
"Ebikon, Sagenschulhaus",8589668
Wängi Güterbahnhof,8506187
Niedermettlen,8504982
"Bern, Fischermätteli (Wds)",8519365
"Hüntwangen-Wil, Bahnhof",8576290
"Strengelbach, Burgherr",8502393
"Törbel, Leischa",8579600
"Schaan, Theater",8579680
"Samedan, Golf",8589914
"Langenthal, Bäregg",8589929
"Buchs AG, Torfeld",8590214
"Aeschi b. Spiez, Hasleren",8576357
"Le Cachot, Pt-Cachot de bise",8506745
"Hittnau, Oberdorf",8573544
"Radelfingen b. A., Dorf",8504777
"Montreux, Ballallaz",8593921
"Bern, Bahnhof",8576646
"Agarone, Ronco Morasci",8575547
"S. Nazzaro, Molinetto",8575558
"Piazzogna, Belsito",8575537
"Lostorf, Pfarrhof",8577992
Dorfnest (Abzw),8503337
Risch (See),8502254
Zermatt Gant (Hohtälli),8531232
Huttwil Bäch (Eigentumsgrenze),8510707
"Staad SG, Risegg",8574300
"Buchs SG, Distelweg",8595977
"Lausanne, Chocolatière",8592016
"Lausanne, Chauderon-Ale",8592011
"Blonay, Forchex",8593908
"Bernhardzell, Dorf",8573963
"Locarno, Cinque Vie",8575473
"Lausanne, Chalet-Marin",8592007
"Lausanne, Cécil",8592004
"Lausanne, Closelet",8592020
"Lausanne, Lac Sauvabelin",8592063
"Lausanne, Boveresses",8592002
"Lausanne, Devin",8592031
"Lausanne, casernes",8592003
"Lausanne, Figuiers",8592044
"Lausanne, Languedoc",8592064
"Oberfrittenbach, Stock",8576693
"Oberfrittenbach, Bad",8576691
"Wasen i.E., Sparenegg",8576686
"Schwyz, Salesheim",8592418
"Lausanne, Chalet-Fontaine",8592006
"Lausanne, Haute Combe",8592058
"Neuchâtel, Verger-Rond",8579629
"Bevaix, Chauvigny",8579653
"Lausanne, Faverges",8592043
"Lausanne, Fauconnières",8592042
"Lausanne, Cour",8592024
"Lausanne, Chauderon",8592010
"Vernate, Paese",8505796
"Ortschwaben, Aetzikofen Abzw.",8571376
"Lausanne, Mémise",8592071
"Lausanne, Dapples",8592027
"Oberhof, Adlerplatz",8500795
"Zeiningen, Mitteldorf",8500791
"Burgistein, Bahnhof",8576793
"Luzern, Casino-Palace",8577183
"Buttisholz, Dorf",8577299
"Grosswangen, Post",8577303
"Herbriggen, Breitmatten",8579921
"Les Pontins, L'Egasse",8576762
"Sachseln, Steinen",8508744
"Lausanne, Fontenay",8592046
"Mont-Tramelan, Ferme Houriet",8576766
"Rossrüti, Furtbach",8573605
"Chur, Stelleweg",8571309
"Genthod, Malagny",8592933
"Boudry, Addoz",8579664
"Oetwil an der Limmat, Zentrum",8590739
"Schötz, Moosbrücke",8572808
"Lausanne, Délices",8592028
"Lausanne, Forêt",8592047
"Lausanne, Grattapaille",8592056
"Lausanne, Mont-Blanc",8592076
"Lausanne, Tivoli",8592122
"Lausanne, Pont Chauderon",8592096
"Lausanne, Pierre Viret",8592093
"Lausanne, Pavement",8592089
"Lausanne, Pierrefleur",8592094
"Münchwilen TG, Sirnacherstr.",8508126
"Lausanne, Recordon",8592109
"Lausanne, Pêcheurs",8592090
"Wetzikon ZH, Oberwetzikon",8503251
"Basel, Schänzli (Wds)",8519578
"Welschenrohr, Brisenmatt",8572339
"Chambrelien, village",8571794
"Ste-Croix, Col-des-Etroits",8571786
"Chambrelien, La Sauge",8571796
"Boudry, Les Tilles",8579659
"Zürich, Schweighof",8591351
"Veyrier, Argousiers",8508120
"Freienbach, Sarenbach",8502534
Saaser Alp Zügenhüttli,8531149
"Wangelen, Mühlematt",8576628
"Unterlangenegg, Hänni",8576602
"Wiedlisbach, Bahnhof",8576896
"Aeschlen b. O., Bareichte",8576613
Cavadura (Schwänzelegg),8530871
Sursee Süd (Spw),8517111
Killwangen West (Abzw),8515450
Bort (Firstbahn 2. Sekt.),8530868
"Tschamut, Via Alpsu",8596117
"Scairolo, Posteggio Nucleo",8595974
"Räfis, Stationsstrasse",8595976
"Vex, le Croux",8595979
"Lengnau BE, Industrie",8596122
Bern  Europaplatz,8507082
Larescia,8578838
Affoltern am Albis,8502224
Kandergrund,8507477
Beatenberg (Niederhornbahn),8530863
Wattwil Nord,8519121
Zürich RB Limmattal Depot/Bau,8503546
Renens VD Larges Pièces (embr),8501129
"Lausanne, Mon Repos",8592074
"Lausanne, Mont d'Or",8592075
"Lausanne, Sablons",8592114
"Lausanne, Pont Marc Dufour",8592097
"Lausanne, Valency",8592124
"Lausanne, Riant-Cour",8592110
"Lausanne, Prélaz-les-Roses",8592103
"Vernier, Balexert-Pailly",8593165
"Bex, Pont-Neuf",8510820
Bannalpsee,8530377
"Lausanne, Stade Olympique",8592116
"Aadorf, Matthofstrasse",8576958
"Oberönz, Kreuz",8576959
"Golino, Ponte",8576971
Zürich Altstetten Nord (Abzw),8515763
Bure-Casernes,8500131
"Lausanne, Praz-Collet",8592100
"Münchenbuchsee, Lindenweg",8576974
"Seeberg BE, Schlüssel",8576961
"Thierachern, Oberer Schwand",8576813
Trübsee (Jochpass),8530371
"Pully, Vallon",8588449
"Les Charbonnières, bif. gare",8507220
"Wichtrach, Käserei",8571624
St. Margrethen Ost (Abzw),8515471
Lej da la Pêsch,8531119
"Bure, Buratte",8572050
"Minusio, Crocifisso",8591555
"Gland, gare nord",8570030
"Gossau SG, Poststrasse",8573946
"Hombrechtikon, Grossacher",8587941
Elsigbach (Talstation),8530304
"Horgen, Bergwerk",8595412
Lyss,8504414
"Aesch BL, Höhenweg",8578233
Unterterzen,8509416
"Vex, Les Prasses d'en haut",8595980
"Brütten, Harossen",8576176
"Buochs, Post",8508798
Davos Laret,8509070
Murg,8509417
Bärschwil,8500112
Chavornay Sud (bif),8515317
RBL Kopf Killwangen,8503041
"Ortschwaben, Weissenstein Abzw",8580004
"Campascio, Strada",8579985
"Häggenschwil, Täschlihus",8579980
"Grossteil, Rüti",8580014
"Monthey, Trollietta",8579973
"Paradiso, Debarcadero",8580035
"Le Prese, Scuole",8579987
Güttingen,8506124
"Eggerberg, Stäga",8508149
"Höfen b. Thun, Kistlern",8576826
Jochpass (Jochstock),8530982
"Sion, Voirie",8506232
"Pohlern, Kreuzgasse",8576824
St. Niklaus b. Merzligen,8571210
"Lausanne, Provence sud",8592106
"Grasswil, Sonne",8591886
"Lausanne, Provence nord",8592105
"Lausanne, Petit Château",8592091
"Ecublens VD, Cocarde",8591946
"Ecublens VD, Champs-Courbes",8591959
"Flüelen, Matte",8591900
"Cugy VD, Cavenette",8591940
"Flüelen, Usserdorf",8591901
"Delémont, rue des Moissons",8581222
"Liestal, Stadion",8500859
"Sion, Les Fournaises",8570851
"Rüderswil, Kirche",8596086
"Biel/Bienne, Grenchenstrasse/Rue de Granges",8595995
"Schlieren, Meuchwis",8596006
"Sommentier, Abri PC",8596068
"La Côte-aux-Fées, Entre-Bolles",8571778
"Cossonay-Ville, Tannaz",8510766
"Zweisimmen, Obegg",8510411
"Schluein, plaz da ballapei",8510397
"Bulle, Les Mosseires",8595123
"Niederglatt ZH, Bahnhof",8510952
"Kempraten, Zürcherstrasse",8510944
"Surcuolm, Camping",8510924
"Hurden, Seedammstrasse",8510942
"Basel, Signalstrasse",8596016
"Lüsslingen, Käserei",8500230
"Crissier, Zinguerie",8591939
"Thun, Schorenfriedhof",8591922
"Carrouge VD, Ecorcheboeuf",8591904
"Thun, Waisenhausstrasse",8591927
"Thun, Feldheimstrasse",8591911
"Matten b. I., Hotel Regina",8579337
"Rancate, Cimitero",8575630
"Villars-sur-Glâne, Fenetta",8589172
"Ennetbaden, Friedhof",8590228
"Gamprin, Salums",8510770
"Ravecchia, Madonna della Neve",8510765
"Adelboden, Schönbühl",8576320
"Minusio, Via ai Colli",8578960
"Arconciel, Pelleret",8577766
"Riehen Niederholz, Bahnhof",8589473
"Ecublens VD, Parc",8591953
"Monts-de-Corsier, Dautère",8591902
"Thun, Schönau",8591921
"Ecublens VD, Suchet-Forêt",8591958
"Ecublens VD, Stand",8591957
"Vucherens, Closy",8591934
"Ecublens VD, Perrettes",8591954
"Chavannes-près-Renens, Planta",8591933
"Weggis, Riedsort",8577217
"Riazzino, Bolla",8506909
"Robasacco, Via Cantonale",8506922
Lanzenhäusern,8507088
"La Corbaz, ancienne école",8506926
"Gerra Piano, Paese",8578953
"Jussy, Châtaignières",8592961
"Thun, Progymatte",8591920
"Thun, Talacker",8591925
"Epalinges, Ballègue",8591962
"Buus, Buuseregg",8500862
Cheseaux,8501169
Etagnières,8501171
Lutry,8501122
Les Charbonnières,8501151
"Coldrerio, Ideal",8580074
"Morbio Inferiore, Serfontana",8580068
"Muggio, Camasciora",8580066
"Adliswil, Sood",8511412
"Allmendingen b. Bern, Käserei",8577024
Trimbach,8500037
"Balerna, Mezzana",8580072
"Cologny, mairie",8587385
"Pampigny, Tuilerie",8511000
"Wimmis, Bodenmatte",8511207
"Zürich, Besenrainweg",8511224
"Bellach, Breitenfeld",8500454
Montignez,8500662
Seebodenalp,8505088
"Freienstein, Alte Brücke",8506894
Zermatt Matterhorn (Talst. 2),8500727
Salastrains,8531103
"Anglikon, Kesselackerstrasse",8580348
"Grosshöchstetten, Neuhaus",8571759
"Kreuzlingen, Blaues-Haus-Platz",8573406
"La Vraconnaz, bif. nord",8571781
"Les Eplatures, aéroport",8587364
"Lauterbrunnen, Sandweidli",8577035
"Emmenbrücke, Emmen Center",8577271
"Herlisberg, Dorfplatz",8577266
"Emmen, Fichtenstrasse",8577273
"Lausanne, Benj. Constant",8591991
"Lausanne, Belvédère",8591990
"Münchenbuchsee, Buechlimatt",8579863
"Sta. Maria Val M., Blockhütte",8579858
"Zillis, Schulhaus",8579861
"Sargans, Neue Stadtergasse",8579890
"Verbier, La Bergerie",8511445
"Widen, Heinrüti Bahnhof",8511437
Champex-d'Alesse,8530085
Chaux-Ronde (Villars-s.-Ollon),8530051
"Oberstammheim, Post",8506954
"Warth, Gemeindehaus",8506948
"Schwanden i. E., Emmenknie",8596084
"Zollbrück, Sekundarschulhaus",8596087
"Lausanne, Bel-Air",8591988
"La Praz, Maison de commune",8570153
"Sta. Maria Val M., Pra da Vau",8579859
"Frasco, Mora di Fuori",8579903
"Sta. Maria in Calanca, Pozzo B",8580085
"Hennens, village",8596058
"Olten, Leberngasse",8595988
"Weisstannen, Logs",8596049
"Luzern, Maihof",8577151
"Alikon, Oberalikon",8577132
"Walchwil, Lido",8577416
"Sins, Bahnhof",8577128
"Gebenstorf, Vogelsang",8579862
"Heiligkreuz (Mels), Staatsstr.",8579881
"Vallorbe, Le Creux",8579909
"Uznach, Uznabergstrasse",8579933
"Mels, Feldackerstrasse",8579884
"Lausanne, Bergières",8591992
"Lausanne, Bonne-Espérance",8591999
"Romont FR, école primaire",8596059
"Eglisau, Wiler",8579944
"L'Abergement, village",8579905
"Ballaigues, cure",8579907
"Eglisau, Kaiserhof",8579939
"Müllheim Dorf, Himmelbrunnen",8579925
"Lupfig, Bahnhofstrasse",8502967
"Pully, Les Liaudes",8592183
"Felben, Römerstrasse",8506957
"Pfyn, Ost",8506969
"Brütten, Zentrum",8506960
"Pianezzo, Ghezz",8575135
"Embrach, Hard",8573221
"Stetten SH, Rietwis",8579931
"Bümpliz, Unterführung",8579898
"St. Niklaus VS, Gehri",8579918
"St. Niklaus VS, Ballacker",8579917
"Gasenried, Hubeln",8579924
Ramslauenen,8530299
La Belotte (lac),8530616
Alptrider Sattel,8530610
Pranzaira (Albigna),8530596
"Lausanne, Beau-Rivage",8591986
"Epalinges, Bois-Murat",8591964
"Lausanne, Blécherette",8591994
Furtschellas Mittelstation,8530599
"Kloten Balsberg, Bahnhof",8587799
"Bussigny, Buyère",8591931
"La Conversion, gare",8591976
"Epalinges, Grand Chemin",8591968
"Diemtigen, Friedhof",8581362
"Emmetten, Sagendorf",8508735
"Scuol, Brentsch/Tulai",8582923
"Niederhelfenschwil, Gemeinde",8573921
"Pringy, La Loue",8577738
"Eglisau, Tössriederen",8579941
"Winterthur, Schlossacker",8580263
"Raperswilen, Schulhaus",8580251
"Turbach, Pfündli",8580239
"Winterthur, Grubenstr.",8580264
"Zürich, Klinik Hirslanden",8510010
Ellikon am Rhein,8530652
Oberdorf SO (Talstation),8530671
Augst BL Kraftwerk,8530640
Boniswil (See),8530632
Älpli,8530528
Prodkamm,8530498
"Tarasp, Villa Maria",8509716
"Bellinzona, Carmagnola",8503524
"Neuhausen, Bahnhof SBB",8582102
"Winterthur, Else Züblin",8591006
"Zürich, Stierenried",8591383
"Schaanwald, Zuschg",8509625
"Emmen, Sternen",8530774
"Ennetmoos, Riedmatthof",8579966
"Stettfurt, Dorfzentrum",8573628
"Hüswil, Bahnhof",8572751
"Ecublens VD, Champagne",8591945
"Bäch SZ, Badi",8592286
"Rovio, Ala Materna",8505618
"Schindellegi, Aesch",8573815
"Feusisberg, Hotel Panorama",8573810
"St. Gallen, Bahnhof",8574095
"Novazzano, Moronaccio",8575600
Tannenboden (Sesselbahn Chrüz),8530841
"Fehraltorf, Grundstrasse",8510191
"Spreitenbach, West",8510203
"Kappel a.A., Kloster",8502991
"Worblaufen, Altikofen Süd",8505436
Erlen,8506107
"Morges, St-Jean sud",8592272
"Morges, St-Louis",8592277
"Morges, St-Domingue",8592276
"Adelboden, Gulli",8592311
Amsteg-Silenen,8505115
"Arlesheim, Dorf",8500077
Corcelles BE,8500266
Alp Darlux,8530738
Rodi (Funivia),8530775
Rheinfelden Schifflände,8530698
"Cham, Hammer",8577585
"Freienbach, Seeberg",8592292
"Freienbach, Stationsweg",8592293
"Lausanne, Boisy",8591998
"Morges, Charpentiers",8592262
La Heutte,8504303
Madrisa (Schaffürggli),8500719
"Oberägeri, Pfrundhaus",8577571
"Alosen, Hundtal",8577574
"Combremont-le-Petit, village",8577619
Neuchâtel Champ-Bougin,8530709
"Mulegns, vischnanca",8509797
Charmey La Scie,8531134
Parwengesattel,8531199
Mayentset,8531414
"Etoy, gare",8577604
Zürich Wiedikon,8503011
"Münchwilen TG, Bahnhof Süd",8503022
Zürich Flughafen,8503016
"Beinwil (Freiamt), Dorf",8502877
"Mellingen, Lindenplatz",8502888
"Langendorf, Friedhof",8596088
"Leymen, Station (F)",8500069
Forst (FL) Hilti,8101237
"Genève, Dancet",8596094
"Billens, La Bioleyre",8596074
"Basel, Bruderholz",8589299
Spiezmoos Süd,8507289
"Riehen, Niederholzboden",8589472
"Andermatt, Bahnhof",8573140
"Hilfikon, Sandbüel",8589511
Pian Segno,8578847
"Mollis, Kirchplatz",8573888
Jestetten,8503421
"Clarens, centre",8594160
"Chur, Arlibonstrasse",8594403
"Rehetobel, Sonder",8574455
Cavigliano,8505493
"Bern, Saali",8589002
"Hasliberg Goldern, Post",8508857
"Vuarrens, gar. du Gros-de-Vaud",8570298
"Forel FR, Forestel",8577635
"Arbon, Bahnhof",8574251
"Romont FR, Bicubic",8580471
"Morges, Banc-Vert",8592257
"Morges, Blancherie",8592260
"Bern, Weltistrasse",8590091
"Wilen (Sarnen), Wilerbad",8508853
"Frauenfeld, Schloss Wellenberg",8511024
"Affoltern a.A., Lindenmoos",8557097
"St. Pelagiberg, Landhaus",8557103
"Puidoux, La Tronche",8557087
"Falera, Bigliac",8557096
"Lohnstorf, Dorf",8593308
"S. Carlo GR, Mulino Aino",8574797
"Belmont-sur-Yverdon, Les Prés",8570291
"Pomy, Centre Orif",8570302
"Vallon, village",8570413
"La Verrerie, village",8570456
"Payerne, Les Sorbiers",8570400
"Ausserberg, Giblätt",8571083
"Visp, Fassji",8571077
"Grenchen, Fuchsboden",8577979
Magnot,8570703
"Moutier, patinoire",8580095
"Müstair, Somvih",8574650
"Ecublens VD, Ormet",8591952
"Tolochenaz, La Grillette",8592280
"Morges, de Beausobre",8592263
"Gansingen, Oberbüren",8500569
"Chevenez, St-Maurice",8572059
"Landiswil, Bärisbach",8571768
"Porrentruy, Belle-Croix",8572055
"Savognin, Grava",8510202
Biel/Bienne Depot Ost,8515305
"Hettlingen, Gemeindehaus",8507307
Därstetten,8507295
"Breitenbach, Oberdorf",8572116
"Nunningen, Engi",8572125
"Nunningen, Engimühle",8572126
"Mettembert, bas du village",8572003
"Pleigne, Place du 23-Juin",8572007
"Bolligen, Rüttelerweg",8589018
"Bolligen, Lutertal",8589015
"Bern, Morgartenstrasse",8588999
"Ibach, Erlen",8505096
"Delémont, rte de Courroux",8571968
"Fornet-Dessous, village",8571946
"Delémont, Bellerive",8572001
"Courroux, La Forge",8571970
"Recolaine, Pont de Cran",8571974
"Delémont, gare",8571965
"Delémont, La Golatte",8572011
"Delémont, Le Ticle",8571983
"Tecknau, Bahnhof",8572302
"Undervelier, poste",8572030
"Soyhières, La Combe",8572008
"Delémont, La Mandchourie",8571997
"Galmiz, Käserei",8595461
Grenchen Süd,8500202
La Combe,8500195
"Galgenen, Kirche",8503638
Wangen an der Aare,8500210
"Murten, Neugut",8577895
"Schinznach Bad, Aquarena",8572526
"Bad Zurzach, Thermalbad",8572502
"Chur, Lacuna",8572456
"Luzern, Frohburg",8573027
"Flanthey, rte de Valençon",8580235
"Malbun, Bergbahnen",8580229
"Hägendorf, Spitzacker",8577905
Parpan Motta,8500358
"Dornach, Spital",8578224
"Andeer, Rofflaschlucht",8509664
"Derendingen, Kreuzplatz",8578067
"Solothurn, Roamer",8578061
"Triesenberg, Rizlina",8580228
"Praz-Jean VS, Stand Mourty",8580267
"Winterthur, Hegifeld",8580265
"Triesen, Vanetscha",8574427
"Schaffhausen, Post Herblingen",8573479
"Schaffhausen, Steigbrunnen",8573457
"Root, Geretsmatt",8510551
Sigeroula (station interméd.),8530138
"Versoix, Port Choiseul",8593190
"Nidau, Herrenmoosweg",8507308
"Nidau, Schlossstrasse",8507304
Eifeld,8507288
Weissenburg,8507294
"Stetten SH, Braati",8573482
"Turbenthal, Neubrunn",8573523
"Galgenen, Diga",8573833
"Altendorf, Letzi",8573825
"Chamoson, Pierre-Olivier",8573908
"Zuzwil SG, Gemeindehaus",8573917
"Züberwangen, Weieren",8573915
"Oberuzwil, Drogerie",8573937
"Näfels, Lintharena",8573885
"St-Légier, gare",8507282
St. Stephan,8507276
"Rüfenach AG, Dorf",8500564
"Niederhelfenschwil, Neudorf",8573922
"Islisberg, Dorf",8573725
"Oberlunkhofen, Waldegg",8573721
"Filisur, Valleglia",8510001
"Zillis, Dorf",8509968
"Malleray-Bévilard, gare/Gd-Rue",8511026
Romanshorn Feld H (Abzw),8515463
"Cresciano, Palazzi",8581157
"Morges, hôpital",8592269
"Morges, Grosse-Pierre",8592268
"Bolligen, Gerenstrasse",8589012
"Riniken, Post",8500562
"Leuk, Bahnhof",8501650
Langenthal Industrie Nord,8594258
"Frauenfeld, Bruder-K. Kapelle",8578082
"Zuchwil, Unterfeld",8578105
"Trachslau, alte Post",8503722
"Eglisau, Oberseglingen",8579937
"Hölstein, Süd",8592304
Dietikon Güterbahnhof,8510051
Diessenhofen (Schifflände),8506152
"Zürich, Sädlenweg",8573711
"Arni AG, Stockacker",8573720
"Ringlikon, Langwies",8573714
"Stallikon, Aumüli",8573715
"Adelboden, Unter der Fluh",8592316
"Pfäffikon SZ, Sonnenhof",8592300
"Pfäffikon SZ, Hofmatt",8592297
"Winistorf, Mösli",8500463
"Rickenbach SO, Dorf",8500387
"Coppet, Les Rojalets",8587576
"Unteriberg, Guggelstrasse",8503759
"Lausanne, Vieux-Moulin",8592132
"Cerentino, Chiesa",8575896
"Linescio, di Fuori",8575889
"Camuns, Masauns",8575043
"Zuckenriet, Sproochbrugg",8573919
"Uzwil, Mühlehof",8573930
"Alpthal, Gribsch",8573760
"Einsiedeln, Blüemenen",8573791
"Trachslau, alte Säge",8573759
"Einsiedeln, Steig",8573766
"Alpthal, Schnüerlismatt",8573762
"Kloten, Weinbergstrasse",8579967
"St. Gallen, Hochwacht",8580242
"Wohlen AG, obere Haldenstrasse",8580282
"Wohlen AG, Gerstmatt",8580312
"Dielsdorf, Wehntalerstrasse",8573276
"Luven, Quadras",8575006
"Obersaxen, Tobel",8574998
"Eschenbach SG, Riet",8578557
"Bubendorf, Unterdorf",8578323
Courtételle,8500120
Les Crêts,8530141
"Les Tuileries, gare",8503229
Linthal Braunwaldbahn (Talst.),8503260
"Fislisbach, Dorfstrasse",8580315
"Wädenswil, Ceder",8580292
"Glarus, Rathaus",8580288
"Wohlen AG, Zürcherhof",8580278
"Rottenschwil, Rebberg",8580302
"Buchberg, Engel",8580289
"Wolfhalden, Bruggmühle",8574087
"Feusisberg, Riedhof",8573807
"Rheineck, Bahnhof",8574093
"Bettwil, Oberdorf",8505149
Altendorf,8503211
"Engi, Vorderdorf",8503272
"Genthod, Pierre-Grise",8503085
Grüenfeld,8503293
Interlaken (Heimwehfluhbahn),8507349
Mürren (Allmendhubelbahn),8507358
"Préverenges, village",8579230
"Dürrenäsch, Brunnen",8578721
"Schafisheim, Jumbo",8578744
"Grandvaux, Pra Grana",8588454
"Ebikon, Bühl",8573061
"Wolfhalden, Mühltobel",8574114
"Heiden, Hirschli",8574080
Ried-Mörel (Talst. Riederalp),8530689
Plan de Fou (Isérables),8531388
"Vorimholz, Wysserain",8581354
"Corcapolo, Stazione",8510367
Sorvilier,8500103
"Reute AR, Steinegacht",8574138
"Bonaduz, Crusch",8573017
"Fontana, Cioss di dentro",8575692
"Paiardi, Al Maglio",8507342
"Rheineck, Altensteig",8574092
"Feusisberg, Feld",8573809
"Schindellegi, Schwandweg",8573814
"Berneck, Schlossbrücke",8574133
"Walzenhausen, Sonnenberg",8574118
"Molinazzo di Monteggio, Lisora",8575663
"Somazzo, Ciappelloso",8575626
"Croglio, Ronco Regina",8575659
"Airolo, Stazione",8575689
S. Martino (Quinto),8575710
"Barico, Paese",8575685
"Purasca, Inferiore",8575682
"Monteggio, Castello",8575678
"Faido, Stazione",8575715
"Cerentino, Paese",8575895
"Meride, Alla Guana",8575642
Tortengo,8575716
"Airolo, Funivia",8575690
"Monteggio, Bivio Fornasette",8575676
"Bernhardzell, Schöntal",8573964
"Andwil SG, Grünau",8573956
"Crana, Paese",8575491
"Magadino, Al Ponte",8575524
"Carouge GE, Fillion",8592673
"Surcuolm, Valata",8509694
"Lausanne, Vigie",8592133
"Le Mont-sur-Lausanne, Budron",8592139
"Walzenhausen, Unterer Platz",8502547
Mondada (Bavona),8575873
"Glis, Kapelle Englisch-Gruss",8578582
"Ifwil b. B., Ausserdorf",8578624
"Walenstadtberg, Stauffacher",8578571
"Wallenwil, Schulhaus",8578629
"Fischingen, Kloster",8578595
Eismeer,8507363
"Mosnang, Dietenwil",8573998
"Oberegg AI, Wässern",8574124
"Wohlen AG, Bünzstrasse",8580285
Malleray-Bévilard,8500102
Glovelier,8500123
Courfaivre,8500121
"Elm, Station",8503277
Küsnacht ZH,8503101
"Fribourg, Bourgknecht",8592367
"Pfäffikon SZ, Zeughaus",8592296
"Ebnat-Kappel, Bahnhof",8578591
"Aeschi SO, Dorf",8500476
"Quartino, Stazione",8575522
"Glis, Oberdorf",8578680
"Gebenstorf, Reuss",8578677
"Glis, Heilpädagogische Schule",8578640
Moutier,8500105
Altenrhein,8515444
Collonge TMF,8530027
Les Breuleux-Eglise,8500167
